Hour,Load [MW],,,Load factor [MW/MWavg],,,Load factor [MW/MWh-year],,
2815,8138,8428,8057,1.1487,1.1790,1.1616,0.000131129,0.000134585,0.000132601
2816,8276,8375,8105,1.1682,1.1715,1.1685,0.000133353,0.000133738,0.000133391
2817,8406,8477,8183,1.1865,1.1858,1.1798,0.000135447,0.000135367,0.000134675
2818,8607,8549,8163,1.2149,1.1959,1.1769,0.000138686,0.000136517,0.000134346
2819,8131,8246,7783,1.1477,1.1535,1.1221,0.000131016,0.000131678,0.000128092
2820,8156,8075,7797,1.1512,1.1296,1.1241,0.000131419,0.000128948,0.000128322
2821,8022,7866,7603,1.1323,1.1003,1.0961,0.00012926,0.00012561,0.000125129
2822,7909,7825,7473,1.1164,1.0946,1.0774,0.000127439,0.000124955,0.00012299
2823,7665,7807,7280,1.0819,1.0921,1.0496,0.000123508,0.000124668,0.000119813
2824,7364,7450,6982,1.0394,1.0422,1.0066,0.000118658,0.000118967,0.000114909
2825,7313,7462,6989,1.0322,1.0438,1.0076,0.000117836,0.000119159,0.000115024
2826,7109,7352,6931,1.0034,1.0284,0.9992,0.000114549,0.000117402,0.00011407
2827,7062,7352,6883,0.9968,1.0284,0.9923,0.000113791,0.000117402,0.00011328
2828,7119,7443,6809,1.0049,1.0412,0.9817,0.00011471,0.000118855,0.000112062
2829,6849,7198,6667,0.9667,1.0069,0.9612,0.000110359,0.000114943,0.000109725
2830,6406,6818,6432,0.9042,0.9537,0.9273,0.000103221,0.000108875,0.000105857
2831,6182,6674,6232,0.8726,0.9336,0.8985,9.96118E-05,0.000106575,0.000102566
2832,6190,6577,6031,0.8737,0.9200,0.8695,9.97407E-05,0.000105026,9.92575E-05
2833,6231,6642,6107,0.8795,0.9291,0.8805,0.000100401,0.000106064,0.000100508
2834,6307,6602,6111,0.8902,0.9235,0.8810,0.000101626,0.000105426,0.000100574
2835,6093,6545,5921,0.8600,0.9156,0.8536,9.81777E-05,0.000104515,9.74471E-05
2836,6356,6790,5925,0.8972,0.9498,0.8542,0.000102415,0.000108428,9.7513E-05
2837,6966,7413,5960,0.9833,1.0370,0.8593,0.000112244,0.000118376,9.8089E-05
2838,7586,7968,5841,1.0708,1.1146,0.8421,0.000122235,0.000127239,9.61305E-05
2839,7940,8271,5925,1.1207,1.1570,0.8542,0.000127939,0.000132078,9.7513E-05
2840,7884,8163,6074,1.1128,1.1419,0.8757,0.000127036,0.000130353,9.99652E-05
2841,7936,8179,6673,1.1202,1.1441,0.9621,0.000127874,0.000130608,0.000109823
2842,8069,8369,6696,1.1390,1.1707,0.9654,0.000130017,0.000133642,0.000110202
2843,7603,7778,6685,1.0732,1.0880,0.9638,0.000122509,0.000124205,0.000110021
2844,7568,7759,6665,1.0682,1.0854,0.9609,0.000121945,0.000123902,0.000109692
2845,7376,7655,6662,1.0411,1.0708,0.9605,0.000118851,0.000122241,0.000109642
2846,7233,7465,6585,1.0209,1.0443,0.9494,0.000116547,0.000119207,0.000108375
2847,7185,7504,6592,1.0142,1.0497,0.9504,0.000115773,0.000119829,0.00010849
2848,7084,7185,6528,0.9999,1.0051,0.9411,0.000114146,0.000114735,0.000107437
2849,7128,7198,5869,1.0061,1.0069,0.8461,0.000114855,0.000114943,9.65913E-05
2850,7011,7161,5931,0.9896,1.0017,0.8551,0.00011297,0.000114352,9.76117E-05
2851,6999,7203,5827,0.9879,1.0076,0.8401,0.000112776,0.000115023,9.59001E-05
2852,7036,7243,5965,0.9931,1.0132,0.8600,0.000113372,0.000115662,9.81713E-05
2853,6770,6964,6011,0.9556,0.9742,0.8666,0.000109086,0.000111206,9.89283E-05
2854,6208,6527,6061,0.8763,0.9130,0.8738,0.000100031,0.000104228,9.97512E-05
2855,6025,6537,6373,0.8504,0.9144,0.9188,9.7082E-05,0.000104388,0.000104886
2856,6102,6434,6176,0.8613,0.9000,0.8904,9.83227E-05,0.000102743,0.000101644
2857,6121,6591,6365,0.8640,0.9220,0.9176,9.86288E-05,0.00010525,0.000104754
2858,6109,6638,6412,0.8623,0.9286,0.9244,9.84355E-05,0.000106001,0.000105528
2859,5796,6657,6352,0.8181,0.9312,0.9158,9.33921E-05,0.000106304,0.00010454
2860,6231,6886,6317,0.8795,0.9633,0.9107,0.000100401,0.000109961,0.000103964
2861,6872,7285,6142,0.9700,1.0191,0.8855,0.00011073,0.000116332,0.000101084
2862,7516,7777,5978,1.0609,1.0879,0.8619,0.000121107,0.000124189,9.83852E-05
2863,7882,7953,6029,1.1126,1.1125,0.8692,0.000127004,0.000126999,9.92246E-05
2864,7828,8075,6201,1.1049,1.1296,0.8940,0.000126134,0.000128948,0.000102055
2865,7906,7935,6321,1.1159,1.1100,0.9113,0.000127391,0.000126712,0.00010403
2866,8088,8085,6398,1.1416,1.1310,0.9224,0.000130323,0.000129107,0.000105298
2867,7583,7590,6541,1.0704,1.0617,0.9430,0.000122186,0.000121203,0.000107651
2868,7578,7512,6451,1.0696,1.0508,0.9300,0.000122106,0.000119957,0.00010617
2869,7400,7400,6270,1.0445,1.0352,0.9040,0.000119238,0.000118169,0.000103191
2870,7268,7155,6152,1.0259,1.0009,0.8869,0.000117111,0.000114256,0.000101249
2871,7247,6970,6155,1.0229,0.9750,0.8874,0.000116772,0.000111302,0.000101298
2872,7129,6990,6228,1.0063,0.9778,0.8979,0.000114871,0.000111622,0.0001025
2873,7112,6823,6528,1.0039,0.9544,0.9411,0.000114597,0.000108955,0.000107437
2874,7012,6812,6481,0.9898,0.9529,0.9344,0.000112986,0.000108779,0.000106664
2875,6978,6888,6644,0.9850,0.9635,0.9579,0.000112438,0.000109993,0.000109346
2876,6897,6992,6606,0.9735,0.9781,0.9524,0.000111133,0.000111653,0.000108721
2877,6632,6818,6026,0.9361,0.9537,0.8688,0.000106863,0.000108875,9.91752E-05
2878,6199,6480,5803,0.8750,0.9065,0.8366,9.98857E-05,0.000103477,9.55051E-05
2879,6092,6267,6079,0.8599,0.8767,0.8764,9.81616E-05,0.000100076,0.000100047
2880,6211,6139,6048,0.8767,0.8588,0.8719,0.000100079,9.80321E-05,9.95373E-05
2881,6114,5966,6196,0.8630,0.8346,0.8933,9.85161E-05,9.52696E-05,0.000101973
2882,5986,6126,6268,0.8449,0.8569,0.9037,9.64536E-05,9.78246E-05,0.000103158
2883,5824,6091,6204,0.8221,0.8520,0.8944,9.38432E-05,9.72656E-05,0.000102105
2884,6216,6255,6523,0.8774,0.8750,0.9404,0.00010016,9.98845E-05,0.000107355
2885,6654,6089,6958,0.9392,0.8518,1.0031,0.000107217,9.72337E-05,0.000114514
2886,7000,5946,7342,0.9881,0.8318,1.0585,0.000112792,9.49502E-05,0.000120834
2887,7470,6297,7790,1.0544,0.8809,1.1231,0.000120366,0.000100555,0.000128207
2888,7746,6366,7971,1.0934,0.8905,1.1492,0.000124813,0.000101657,0.000131186
2889,8065,6590,8090,1.1384,0.9219,1.1663,0.000129953,0.000105234,0.000133144
2890,8234,6640,8330,1.1622,0.9288,1.2009,0.000132676,0.000106032,0.000137094
2891,7931,6781,8067,1.1195,0.9486,1.1630,0.000127794,0.000108284,0.000132766
2892,7927,6852,7942,1.1189,0.9585,1.1450,0.000127729,0.000109418,0.000130709
2893,7881,6697,7778,1.1124,0.9368,1.1214,0.000126988,0.000106943,0.000128009
2894,7749,6799,7816,1.0938,0.9511,1.1268,0.000124861,0.000108572,0.000128635
2895,7725,6842,7700,1.0904,0.9571,1.1101,0.000124474,0.000109258,0.000126726
2896,7717,6835,7662,1.0893,0.9561,1.1046,0.000124346,0.000109146,0.0001261
2897,7597,7030,7476,1.0723,0.9834,1.0778,0.000122412,0.00011226,0.000123039
2898,7416,7015,6757,1.0468,0.9813,0.9742,0.000119495,0.000112021,0.000111206
2899,7101,6927,6670,1.0023,0.9690,0.9616,0.00011442,0.000110616,0.000109774
2900,6948,6798,6636,0.9807,0.9509,0.9567,0.000111954,0.000108556,0.000109215
2901,6839,6663,6475,0.9653,0.9321,0.9335,0.000110198,0.0001064,0.000106565
2902,6555,6690,6155,0.9252,0.9358,0.8874,0.000105622,0.000106831,0.000101298
2903,6497,6589,6205,0.9171,0.9217,0.8946,0.000104687,0.000105218,0.000102121
2904,6308,6441,6420,0.8904,0.9010,0.9256,0.000101642,0.000102855,0.00010566
2905,6210,6378,6625,0.8766,0.8922,0.9551,0.000100063,0.000101849,0.000109033
2906,6202,6329,6692,0.8754,0.8853,0.9648,9.9934E-05,0.000101066,0.000110136
2907,5762,6344,6553,0.8133,0.8874,0.9448,9.28442E-05,0.000101306,0.000107849
2908,5788,6373,6537,0.8170,0.8915,0.9424,9.32632E-05,0.000101769,0.000107585
2909,5750,6263,6754,0.8116,0.8761,0.9737,9.26509E-05,0.000100012,0.000111157
2910,5689,6184,7316,0.8030,0.8651,1.0548,9.1668E-05,9.87507E-05,0.000120406
2911,5967,6472,7577,0.8423,0.9053,1.0924,9.61474E-05,0.00010335,0.000124701
2912,6148,6842,7495,0.8678,0.9571,1.0806,9.90639E-05,0.000109258,0.000123352
2913,6498,7242,7541,0.9172,1.0131,1.0872,0.000104704,0.000115646,0.000124109
2914,6663,7336,7692,0.9405,1.0262,1.1090,0.000107362,0.000117147,0.000126594
2915,6729,7429,7263,0.9498,1.0392,1.0471,0.000108426,0.000118632,0.000119534
2916,6833,7269,7278,0.9645,1.0168,1.0493,0.000110101,0.000116077,0.00011978
2917,6664,7083,7122,0.9406,0.9908,1.0268,0.000107378,0.000113107,0.000117213
2918,6260,7087,6995,0.8836,0.9914,1.0085,0.000100869,0.000113171,0.000115123
2919,6300,7130,7012,0.8893,0.9974,1.0109,0.000101513,0.000113857,0.000115403
2920,6163,7285,6899,0.8699,1.0191,0.9946,9.93056E-05,0.000116332,0.000113543
2921,6326,7292,7028,0.8929,1.0201,1.0132,0.000101932,0.000116444,0.000115666
2922,6320,7204,6940,0.8921,1.0077,1.0005,0.000101835,0.000115039,0.000114218
2923,6219,6967,6850,0.8778,0.9746,0.9876,0.000100208,0.000111254,0.000112737
2924,6232,6632,6753,0.8797,0.9277,0.9736,0.000100417,0.000105905,0.00011114
2925,6163,6545,6529,0.8699,0.9156,0.9413,9.93056E-05,0.000104515,0.000107454
2926,5983,6458,6086,0.8445,0.9034,0.8774,9.64052E-05,0.000103126,0.000100163
2927,6050,6665,5707,0.8540,0.9323,0.8228,9.74848E-05,0.000106432,9.39252E-05
2928,6034,6515,5705,0.8517,0.9114,0.8225,9.7227E-05,0.000104036,9.38922E-05
2929,5923,6577,6183,0.8360,0.9200,0.8914,9.54384E-05,0.000105026,0.000101759
2930,5872,6594,5942,0.8288,0.9224,0.8567,9.46167E-05,0.000105298,9.77928E-05
2931,5680,6600,5824,0.8017,0.9232,0.8397,9.15229E-05,0.000105394,9.58507E-05
2932,5710,6771,6050,0.8060,0.9472,0.8722,9.20063E-05,0.000108124,9.95702E-05
2933,5620,6915,6636,0.7933,0.9673,0.9567,9.05561E-05,0.000110424,0.000109215
2934,5591,7688,7293,0.7892,1.0754,1.0514,9.00889E-05,0.000122768,0.000120027
2935,5861,8119,7589,0.8273,1.1357,1.0941,9.44394E-05,0.00012965,0.000124899
2936,6259,8212,7572,0.8835,1.1487,1.0917,0.000100852,0.000131135,0.000124619
2937,6544,8281,7651,0.9237,1.1584,1.1031,0.000105445,0.000132237,0.000125919
2938,6760,8387,7772,0.9542,1.1732,1.1205,0.000108925,0.00013393,0.000127911
2939,6833,7885,7309,0.9645,1.1030,1.0537,0.000110101,0.000125914,0.000120291
2940,6619,7857,7294,0.9343,1.0991,1.0516,0.000106653,0.000125466,0.000120044
2941,6475,7760,7185,0.9140,1.0855,1.0359,0.000104333,0.000123917,0.00011825
2942,6348,7747,7009,0.8960,1.0837,1.0105,0.000102287,0.00012371,0.000115353
2943,6436,7583,6918,0.9085,1.0608,0.9974,0.000103705,0.000121091,0.000113856
2944,6619,7291,6745,0.9343,1.0199,0.9724,0.000106653,0.000116428,0.000111008
2945,6562,7063,6763,0.9262,0.9880,0.9750,0.000105735,0.000112787,0.000111305
2946,6518,6975,6638,0.9200,0.9757,0.9570,0.000105026,0.000111382,0.000109247
2947,6475,6968,6670,0.9140,0.9747,0.9616,0.000104333,0.00011127,0.000109774
2948,6533,7045,6648,0.9221,0.9855,0.9584,0.000105267,0.0001125,0.000109412
2949,6485,6806,6433,0.9154,0.9521,0.9275,0.000104494,0.000108683,0.000105874
2950,6235,6356,6122,0.8801,0.8891,0.8826,0.000100466,0.000101497,0.000100755
2951,6118,6395,5901,0.8636,0.8946,0.8508,9.85805E-05,0.00010212,9.7118E-05
2952,5941,6341,5987,0.8386,0.8870,0.8632,9.57285E-05,0.000101258,9.85334E-05
2953,5762,6418,6052,0.8133,0.8978,0.8725,9.28442E-05,0.000102487,9.96031E-05
2954,5705,6482,6564,0.8053,0.9067,0.9463,9.19258E-05,0.000103509,0.00010803
2955,5714,6452,6514,0.8065,0.9025,0.9391,9.20708E-05,0.00010303,0.000107207
2956,6142,6496,6557,0.8670,0.9087,0.9453,9.89672E-05,0.000103733,0.000107914
2957,6490,6898,6586,0.9161,0.9649,0.9495,0.000104575,0.000110152,0.000108392
2958,7351,7541,7203,1.0376,1.0549,1.0385,0.000118448,0.00012042,0.000118546
2959,7847,7840,7601,1.1076,1.0967,1.0958,0.00012644,0.000125195,0.000125096
2960,8003,7785,7581,1.1296,1.0890,1.0930,0.000128954,0.000124317,0.000124767
2961,8238,7897,7716,1.1628,1.1047,1.1124,0.00013274,0.000126105,0.000126989
2962,8470,8038,7918,1.1956,1.1244,1.1415,0.000136479,0.000128357,0.000130314
2963,7895,7602,7437,1.1144,1.0634,1.0722,0.000127214,0.000121394,0.000122397
2964,7887,7713,7710,1.1133,1.0789,1.1116,0.000127085,0.000123167,0.00012689
2965,7695,7845,7540,1.0862,1.0974,1.0870,0.000123991,0.000125275,0.000124092
2966,7483,7735,7435,1.0562,1.0820,1.0719,0.000120575,0.000123518,0.000122364
2967,7418,7766,7317,1.0471,1.0864,1.0549,0.000119528,0.000124013,0.000120422
2968,7241,7754,7233,1.0221,1.0847,1.0428,0.000116676,0.000123822,0.00011904
2969,7062,7377,6900,0.9968,1.0319,0.9948,0.000113791,0.000117801,0.000113559
2970,6867,7185,6815,0.9693,1.0051,0.9825,0.000110649,0.000114735,0.00011216
2971,6812,7101,6767,0.9615,0.9933,0.9756,0.000109763,0.000113394,0.000111371
2972,6840,7065,6708,0.9655,0.9883,0.9671,0.000110214,0.000112819,0.000110399
2973,6607,6831,6525,0.9326,0.9556,0.9407,0.00010646,0.000109083,0.000107388
2974,6210,6389,6320,0.8766,0.8937,0.9112,0.000100063,0.000102024,0.000104014
2975,6234,6412,6193,0.8799,0.8970,0.8929,0.00010045,0.000102392,0.000101924
2976,6203,6414,6543,0.8756,0.8972,0.9433,9.99501E-05,0.000102424,0.000107684
2977,6119,6258,6640,0.8637,0.8754,0.9573,9.85966E-05,9.99324E-05,0.00010928
2978,6027,6256,6739,0.8507,0.8751,0.9716,9.71142E-05,9.99005E-05,0.00011091
2979,5801,6146,6661,0.8188,0.8597,0.9603,9.34726E-05,9.81439E-05,0.000109626
2980,6090,6539,6976,0.8596,0.9147,1.0057,9.81293E-05,0.00010442,0.00011481
2981,6650,7017,6717,0.9387,0.9816,0.9684,0.000107153,0.000112053,0.000110548
2982,7355,7614,7096,1.0382,1.0651,1.0230,0.000118513,0.000121586,0.000116785
2983,7729,7909,7362,1.0910,1.1064,1.0614,0.000124539,0.000126297,0.000121163
2984,7838,7870,7256,1.1063,1.1009,1.0461,0.000126295,0.000125674,0.000119418
2985,8048,7866,7265,1.1360,1.1003,1.0474,0.000129679,0.00012561,0.000119567
2986,8317,8012,7352,1.1740,1.1208,1.0599,0.000134013,0.000127942,0.000120998
2987,7711,7514,6926,1.0884,1.0511,0.9985,0.000124249,0.000119989,0.000113987
2988,7804,7456,6848,1.1015,1.0430,0.9873,0.000125747,0.000119063,0.000112704
2989,7877,7238,6727,1.1119,1.0125,0.9698,0.000126924,0.000115582,0.000110712
2990,7741,6981,6509,1.0927,0.9765,0.9384,0.000124732,0.000111478,0.000107124
2991,7741,6708,6275,1.0927,0.9384,0.9047,0.000124732,0.000107118,0.000103273
2992,7536,6556,6302,1.0637,0.9171,0.9086,0.000121429,0.000104691,0.000103718
2993,7488,6497,6443,1.0569,0.9088,0.9289,0.000120656,0.000103749,0.000106038
2994,7245,6464,6476,1.0226,0.9042,0.9337,0.00011674,0.000103222,0.000106581
2995,7099,6471,6317,1.0020,0.9052,0.9107,0.000114388,0.000103334,0.000103964
2996,7131,6638,6507,1.0066,0.9286,0.9381,0.000114903,0.000106001,0.000107091
2997,6899,6535,6582,0.9738,0.9142,0.9489,0.000111165,0.000104356,0.000108326
2998,6487,6254,6649,0.9157,0.8748,0.9586,0.000104526,9.98686E-05,0.000109428
2999,6296,6333,6198,0.8887,0.8859,0.8936,0.000101449,0.00010113,0.000102006
3000,6102,6249,6283,0.8613,0.8741,0.9058,9.83227E-05,9.97887E-05,0.000103405
3001,6049,6062,6327,0.8538,0.8480,0.9122,9.74687E-05,9.68026E-05,0.000104129
3002,6015,6210,6312,0.8490,0.8687,0.9100,9.69209E-05,9.91659E-05,0.000103882
3003,5910,6102,6153,0.8342,0.8536,0.8871,9.5229E-05,9.74413E-05,0.000101265
3004,6143,6096,6190,0.8671,0.8527,0.8924,9.89833E-05,9.73455E-05,0.000101874
3005,6736,5954,6143,0.9508,0.8329,0.8856,0.000108538,9.50779E-05,0.000101101
3006,7500,5694,6258,1.0586,0.7965,0.9022,0.000120849,9.09261E-05,0.000102993
3007,7965,5993,6361,1.1243,0.8383,0.9171,0.000128342,9.57007E-05,0.000104689
3008,8061,6078,6424,1.1378,0.8502,0.9262,0.000129888,9.70581E-05,0.000105725
3009,8135,6107,6461,1.1483,0.8543,0.9315,0.000131081,9.75211E-05,0.000106334
3010,8278,6300,6700,1.1685,0.8813,0.9659,0.000133385,0.000100603,0.000110268
3011,7720,6365,6563,1.0897,0.8904,0.9462,0.000124394,0.000101641,0.000108013
3012,7662,6268,6860,1.0815,0.8768,0.9890,0.000123459,0.000100092,0.000112901
3013,7734,6094,6978,1.0917,0.8525,1.0060,0.000124619,9.73136E-05,0.000114843
3014,7572,5981,7007,1.0688,0.8367,1.0102,0.000122009,9.55091E-05,0.00011532
3015,7473,5963,7156,1.0548,0.8341,1.0317,0.000120414,9.52216E-05,0.000117773
3016,7163,5969,7189,1.0111,0.8350,1.0364,0.000115419,9.53175E-05,0.000118316
3017,7090,5900,6968,1.0008,0.8253,1.0046,0.000114243,9.42156E-05,0.000114679
3018,6949,5547,6775,0.9809,0.7759,0.9768,0.000111971,8.85786E-05,0.000111502
3019,6926,5677,6616,0.9776,0.7941,0.9538,0.0001116,9.06546E-05,0.000108885
3020,7112,6023,6481,1.0039,0.8425,0.9344,0.000114597,9.61798E-05,0.000106664
3021,6870,6074,6379,0.9697,0.8497,0.9197,0.000110698,9.69942E-05,0.000104985
3022,6604,5930,6181,0.9322,0.8295,0.8911,0.000106412,9.46947E-05,0.000101726
3023,6572,6200,6003,0.9276,0.8673,0.8655,0.000105896,9.90062E-05,9.87967E-05
3024,6511,6163,6076,0.9190,0.8621,0.8760,0.000104913,9.84154E-05,9.99981E-05
3025,6335,6115,6150,0.8942,0.8554,0.8867,0.000102077,9.76489E-05,0.000101216
3026,6234,6104,6159,0.8799,0.8539,0.8879,0.00010045,9.74732E-05,0.000101364
3027,6078,5925,6068,0.8579,0.8288,0.8748,9.7936E-05,9.46148E-05,9.98664E-05
3028,6291,5965,5967,0.8880,0.8344,0.8603,0.000101368,9.52536E-05,9.82042E-05
3029,6760,5783,5872,0.9542,0.8090,0.8466,0.000108925,9.23473E-05,9.66407E-05
3030,7422,5985,5909,1.0476,0.8372,0.8519,0.000119592,9.5573E-05,9.72496E-05
3031,7770,6288,6179,1.0967,0.8796,0.8908,0.0001252,0.000100411,0.000101693
3032,7776,6400,6421,1.0976,0.8953,0.9257,0.000125296,0.0001022,0.000105676
3033,7926,6498,6623,1.1188,0.9090,0.9548,0.000127713,0.000103765,0.000109001
3034,8140,6668,6835,1.1490,0.9328,0.9854,0.000131161,0.00010648,0.00011249
3035,7574,6720,7013,1.0691,0.9400,1.0111,0.000122041,0.00010731,0.000115419
3036,7601,7062,6700,1.0729,0.9879,0.9659,0.000122476,0.000112771,0.000110268
3037,7456,6958,6739,1.0524,0.9733,0.9716,0.00012014,0.000111111,0.00011091
3038,7300,6882,6631,1.0304,0.9627,0.9560,0.000117626,0.000109897,0.000109132
3039,7191,6866,6736,1.0150,0.9605,0.9711,0.00011587,0.000109641,0.00011086
3040,7020,6389,6911,0.9909,0.8937,0.9964,0.000113115,0.000102024,0.00011374
3041,6909,6167,6849,0.9752,0.8627,0.9874,0.000111326,9.84793E-05,0.00011272
3042,6765,6058,6501,0.9549,0.8474,0.9373,0.000109006,9.67387E-05,0.000106993
3043,6722,5995,6413,0.9488,0.8386,0.9246,0.000108313,9.57326E-05,0.000105544
3044,6914,6181,6306,0.9759,0.8646,0.9091,0.000111407,9.87028E-05,0.000103783
3045,6626,6126,6144,0.9353,0.8569,0.8858,0.000106766,9.78246E-05,0.000101117
3046,6138,5883,5812,0.8664,0.8230,0.8379,9.89028E-05,9.39441E-05,9.56532E-05
3047,5915,6025,6264,0.8349,0.8428,0.9031,9.53095E-05,9.62117E-05,0.000103092
3048,5853,6110,6188,0.8262,0.8547,0.8921,9.43105E-05,9.75691E-05,0.000101841
3049,5720,6044,6202,0.8074,0.8455,0.8941,9.21675E-05,9.65151E-05,0.000102072
3050,5679,5981,6334,0.8016,0.8367,0.9132,9.15068E-05,9.55091E-05,0.000104244
3051,5547,5824,6312,0.7830,0.8147,0.9100,8.93799E-05,9.3002E-05,0.000103882
3052,5950,5946,6669,0.8399,0.8318,0.9615,9.58735E-05,9.49502E-05,0.000109758
3053,6528,5985,6661,0.9214,0.8372,0.9603,0.000105187,9.5573E-05,0.000109626
3054,7164,5885,7183,1.0112,0.8232,1.0356,0.000115435,9.39761E-05,0.000118217
3055,7512,6047,7645,1.0603,0.8459,1.1022,0.000121042,9.6563E-05,0.000125821
3056,7547,6081,7764,1.0653,0.8506,1.1193,0.000121606,9.7106E-05,0.000127779
3057,7679,6190,7861,1.0839,0.8659,1.1333,0.000123733,9.88466E-05,0.000129375
3058,7898,6650,7998,1.1148,0.9302,1.1531,0.000127262,0.000106192,0.00013163
3059,7418,6617,7552,1.0471,0.9256,1.0888,0.000119528,0.000105665,0.00012429
3060,7498,6503,7582,1.0584,0.9097,1.0931,0.000120817,0.000103845,0.000124784
3061,7443,6396,7495,1.0506,0.8947,1.0806,0.00011993,0.000102136,0.000123352
3062,7284,6397,7328,1.0281,0.8949,1.0565,0.000117368,0.000102152,0.000120603
3063,7201,6350,7404,1.0164,0.8883,1.0674,0.000116031,0.000101402,0.000121854
3064,7099,6342,7203,1.0020,0.8872,1.0385,0.000114388,0.000101274,0.000118546
3065,7108,6414,7076,1.0033,0.8972,1.0202,0.000114533,0.000102424,0.000116456
3066,6907,6103,6929,0.9749,0.8537,0.9990,0.000111294,9.74573E-05,0.000114037
3067,6782,6217,6772,0.9573,0.8697,0.9763,0.00010928,9.92777E-05,0.000111453
3068,6710,6262,6654,0.9471,0.8760,0.9593,0.00010812,9.99963E-05,0.000109511
3069,6509,5755,6554,0.9188,0.8050,0.9449,0.000104881,9.19001E-05,0.000107865
3070,6161,5565,6156,0.8696,0.7785,0.8875,9.92734E-05,8.88661E-05,0.000101315
3071,5978,5936,6012,0.8438,0.8304,0.8668,9.63247E-05,9.47905E-05,9.89448E-05
3072,6024,5424,6254,0.8503,0.7587,0.9016,9.70659E-05,8.66145E-05,0.000102928
3073,5962,5687,6311,0.8415,0.7955,0.9099,9.60669E-05,9.08143E-05,0.000103866
3074,5785,5869,6469,0.8166,0.8210,0.9326,9.32148E-05,9.37206E-05,0.000106466
3075,5516,5750,6381,0.7786,0.8043,0.9200,8.88804E-05,9.18203E-05,0.000105018
3076,5663,5739,6585,0.7993,0.8028,0.9494,9.1249E-05,9.16446E-05,0.000108375
3077,5716,5596,6544,0.8068,0.7828,0.9435,9.2103E-05,8.93611E-05,0.0001077
3078,5900,5614,7139,0.8328,0.7853,1.0292,9.50678E-05,8.96486E-05,0.000117493
3079,6175,5796,7477,0.8716,0.8108,1.0780,9.9499E-05,9.25549E-05,0.000123056
3080,6414,5973,7461,0.9053,0.8355,1.0757,0.00010335,9.53813E-05,0.000122792
3081,6741,6168,7535,0.9515,0.8628,1.0863,0.000108619,9.84952E-05,0.00012401
3082,6819,6313,7650,0.9625,0.8831,1.1029,0.000109876,0.000100811,0.000125903
3083,6778,6267,7179,0.9567,0.8767,1.0350,0.000109215,0.000100076,0.000118151
3084,6837,6113,7225,0.9651,0.8551,1.0416,0.000110166,9.7617E-05,0.000118908
3085,6665,6091,7088,0.9408,0.8520,1.0219,0.000107394,9.72656E-05,0.000116653
3086,6544,6014,6951,0.9237,0.8413,1.0021,0.000105445,9.60361E-05,0.000114399
3087,6456,6008,7095,0.9113,0.8404,1.0229,0.000104027,9.59402E-05,0.000116769
3088,6475,6013,6752,0.9140,0.8411,0.9734,0.000104333,9.60201E-05,0.000111124
3089,6452,5863,6596,0.9107,0.8202,0.9510,0.000103962,9.36248E-05,0.000108556
3090,6318,5590,6489,0.8918,0.7820,0.9355,0.000101803,8.92653E-05,0.000106795
3091,6138,5677,6447,0.8664,0.7941,0.9295,9.89028E-05,9.06546E-05,0.000106104
3092,6362,5878,6600,0.8980,0.8223,0.9515,0.000102512,9.38643E-05,0.000108622
3093,6261,5744,6493,0.8837,0.8035,0.9361,0.000100885,9.17245E-05,0.000106861
3094,6191,5558,6180,0.8739,0.7775,0.8910,9.97568E-05,8.87543E-05,0.00010171
3095,6065,5942,6127,0.8561,0.8312,0.8833,9.77265E-05,9.48863E-05,0.000100837
3096,5894,5820,6343,0.8319,0.8141,0.9145,9.49712E-05,9.29381E-05,0.000104392
